id,year,brand,title,agency,current_outbound_url,query,best_score,best_video_url,best_video_title,best_thumbnail_url
2018-the-fading-font-alzheimer-s-disease-awareness,2018,ALZHEIMER’S DISEASE AWARENESS,THE FADING FONT,MCGARRYBOWEN SHANGHAI,https://www.dentsu.com/sg/en/our-work/case-studies-the-fading-font/case-studies-mcgarrybowen-the-fading-font,THE FADING FONT ALZHEIMER’S DISEASE AWARENESS 2018 case study,,,,
2018-the-faith-of-a-few-bmw,2018,BMW,THE FAITH OF A FEW,JUNG VON MATT HAMBURG,https://clios.com/awards/winner/film-technique-cinematography/bmw-group-mini-brand-management/the-faith-of-a-few-37540,THE FAITH OF A FEW BMW 2018 case study,,,,
2018-the-fall-hospital-de-amor,2018,HOSPITAL DE AMOR,THE FALL,WMCCANN SÃO PAULO,https://clios.com/health/winner/film-health-wellness/hospital-de-amor/hospital-de-amor-the-fall-48451,THE FALL HOSPITAL DE AMOR 2018 case study,,,,
2018-the-gallery-of-emerging-species-play-doh,2018,PLAY-DOH,THE GALLERY OF EMERGING SPECIES,DDB PARIS,https://clios.com/awards/winner/branded-content/hasbro-play-doh/the-gallery-of-emerging-species-42539,THE GALLERY OF EMERGING SPECIES PLAY-DOH 2018 case study,,,,
2018-the-honest-proposal-flora-tristan,2018,FLORA TRISTAN,THE HONEST PROPOSAL,CIRCUS GREY LIMA,https://www.behance.net/gallery/72409531/The-Honest-Proposal,THE HONEST PROPOSAL FLORA TRISTAN 2018 case study,,,,
2018-the-most-well-reviewed-city-on-amazon-amazon,2018,AMAZON,THE MOST WELL REVIEWED CITY ON AMAZON,BARKLEY KANSAS CITY,https://www.barkleyus.com/ideas/amazon/,THE MOST WELL REVIEWED CITY ON AMAZON AMAZON 2018 case study,,,,
2018-the-price-of-equality-scotiabank,2018,SCOTIABANK,THE PRICE OF EQUALITY,WUNDERMAN LIMA,https://www.youtube.com/watch?v=aD7n0N_X62Y&ab_channel=%23LatinosEnCannes,THE PRICE OF EQUALITY SCOTIABANK 2018 case study,,,,
2018-the-worst-song-in-the-world-monoprix,2018,MONOPRIX,THE WORST SONG IN THE WORLD,ROSA PARIS,https://clios.com/awards/winner/film/monoprix/the-worst-song-in-the-world-49232,THE WORST SONG IN THE WORLD MONOPRIX 2018 case study,,,,
2018-tiny-doll-kleenex,2018,KLEENEX,TINY DOLL,J. WALTER THOMPSON BANGKOK,https://www.wundermanthompson.com/work/tiny-doll-gentlenotweak,TINY DOLL KLEENEX 2018 case study,,,,
2018-together-weplaystrong-uefa,2018,UEFA,TOGETHER #WEPLAYSTRONG,FCB LONDON,https://www.fcbinferno.com/work/case-studies/together-weplaystrong/,TOGETHER #WEPLAYSTRONG UEFA 2018 case study,,,,
2018-voces-expertas-triple-s,2018,TRIPLE-S,VOCES EXPERTAS,J.WALTER THOMPSON SAN JUAN,https://clios.com/entertainment/winner/television-streaming-original-content/triple-s/experienced-voices-44516,VOCES EXPERTAS TRIPLE-S 2018 case study,,,,
2018-would-you-have-a-coffee-with-a-stranger-frivillig-no,2018,FRIVILLIG.NO,WOULD YOU HAVE A COFFEE WITH A STRANGER?,MORGENSTERN OSLO,https://clios.com/awards/winner/public-relations/frivillig-no/would-you-have-coffee-with-a-stranger--49084,WOULD YOU HAVE A COFFEE WITH A STRANGER? FRIVILLIG.NO 2018 case study,0.2,https://www.youtube.com/watch?v=I1ZpN4l98EE,Frivillig.no: Volunteer coffee chat in Norway,https://i.ytimg.com/vi/I1ZpN4l98EE/hqdefault.jpg
2018-youth-can-do-it-prince-trust,2018,PRINCE TRUST,YOUTH CAN DO IT,THE&PARTNERSHIP LONDON,https://theandpartnership.com/projects/youth-can-do-it/,YOUTH CAN DO IT PRINCE TRUST 2018 case study,,,,
2018-zwemmer-fonds-gehandicapten-sport,2018,FONDS GEHANDICAPTEN SPORT,ZWEMMER,TBWA\NEBOKO AMSTERDAM,https://www.adcn.nl/archives/zwemmer,ZWEMMER FONDS GEHANDICAPTEN SPORT 2018 case study,,,,
2017-amazon-warriors-safe-collection-ananse,2017,ANANSE,AMAZON WARRIORS SAFE COLLECTION,LITTLE GEORGE SÃO PAULO,https://clios.com/health/winner/public-relations-health-wellness/ananse/amazon-warriors-safe-collection-31458,AMAZON WARRIORS SAFE COLLECTION ANANSE 2017 case study,,,,
2017-auktyon-on-the-sun-auktyon,2017,AUKTYON,AUKTYON ON THE SUN,GREAT ADVERTISING GROUP ST. PETERSBURG,https://clios.com/music/winner/innovation/auktyon-band/on-the-sun-21977,AUKTYON ON THE SUN AUKTYON 2017 case study,,,,
2017-brad-is-single-norwegian,2017,NORWEGIAN,BRAD IS SINGLE,TRY OSLO,https://www.youtube.com/watch?v=EKgclrmuJmM&ab_channel=TheTravelAwards,BRAD IS SINGLE NORWEGIAN 2017 case study,,,,
2017-bradshaw-stain-tide,2017,TIDE,BRADSHAW STAIN,SAATCHI & SAATCHI NEW YORK,https://javiercampopiano.squarespace.com/tide-bradshaw-stain,BRADSHAW STAIN TIDE 2017 case study,,,,
2017-cinema-to-go-air-france,2017,AIR FRANCE,CINEMA TO GO,BETC PARIS,https://www.youtube.com/watch?v=jBqI4n-uotc&ab_channel=TheTravelAwards,CINEMA TO GO AIR FRANCE 2017 case study,,,,
2017-darwin-einstein-mozart-autism-new-zealand,2017,AUTISM NEW ZEALAND,"DARWIN, EINSTEIN, MOZART",DDB AUCKLAND,https://www.sarshadrakeford.com/autism-nz-radio,"DARWIN, EINSTEIN, MOZART AUTISM NEW ZEALAND 2017 case study",,,,
2017-donotabandon-30-millions-d-amis,2017,30 MILLIONS D’AMIS,#DONOTABANDON,BUZZMAN PARIS,https://www.youtube.com/watch?v=CLn5GhTdY2c&ab_channel=DemusMC,#DONOTABANDON 30 MILLIONS D’AMIS 2017 case study,,,,
2017-doors-of-thrones-tourism-ireland,2017,TOURISM IRELAND,DOORS OF THRONES,PUBLICIS LONDON,https://www.youtube.com/watch?v=5KN99jVU8BI&ab_channel=TheTravelAwards,DOORS OF THRONES TOURISM IRELAND 2017 case study,,,,
2017-down-syndrome-answers-canadian-down-syndrome-society,2017,CANADIAN DOWN SYNDROME SOCIETY,DOWN SYNDROME ANSWERS,FCB TORONTO,http://fcbtoronto.com/our-work/down-syndrome-answers/,DOWN SYNDROME ANSWERS CANADIAN DOWN SYNDROME SOCIETY 2017 case study,,,,
2017-epidemics-catastrophe-deforestation-education-opel,2017,OPEL,EPIDEMICS + CATASTROPHE + DEFORESTATION + EDUCATION,Y&R MADRID,https://www.jesusmorilla.com/opel-load,EPIDEMICS + CATASTROPHE + DEFORESTATION + EDUCATION OPEL 2017 case study,,,,
2017-every-speed-has-a-consequence-transport-accident-commission-victoria,2017,TRANSPORT ACCIDENT COMMISSION VICTORIA,EVERY SPEED HAS A CONSEQUENCE,CLEMENGER BBDO MELBOURNE,https://clios.com/awards/winner/film/transport-accident-commission-victoria/every-speed-has-a-consequence-25727,EVERY SPEED HAS A CONSEQUENCE TRANSPORT ACCIDENT COMMISSION VICTORIA 2017 case study,,,,
2017-everything-in-black-white-leica,2017,LEICA,EVERYTHING IN BLACK & WHITE,F/NAZCA SAATCHI & SAATCHI SÃO PAULO,https://lobo.cx/leica-everything-in-black-and-white/,EVERYTHING IN BLACK & WHITE LEICA 2017 case study,,,,
2017-firecracker-kfc,2017,KFC,FIRECRACKER,IMPACT BBDO DUBAI,https://www.bestadsontv.com/ad/87354/KFC-Australia-Firecracker,FIRECRACKER KFC 2017 case study,,,,
2017-funeral-for-kent-sweden-s-biggest-rock-band,2017,SWEDEN’S BIGGEST ROCK BAND,FUNERAL FOR KENT,SONY MUSIC ENTERTAINMENT SWEDEN,https://www.youtube.com/watch?v=4VET8zkQsGM&ab_channel=SonyMusicLearning,FUNERAL FOR KENT SWEDEN’S BIGGEST ROCK BAND 2017 case study,,,,
2017-girls-of-paradise-mouvement-du-nid,2017,MOUVEMENT DU NID,GIRLS OF PARADISE,MCCANN PARIS,https://clios.com/awards/winner/audio/mouvement-du-nid/girls-of-paradise-13503,GIRLS OF PARADISE MOUVEMENT DU NID 2017 case study,,,,
2017-giveher5-the-ammada-trust,2017,THE AMMADA TRUST,#GIVEHER5,SAATCHI & SAATCHI MUMBAI,https://www.youtube.com/watch?v=T6PKddieRC0&ab_channel=Revolt,#GIVEHER5 THE AMMADA TRUST 2017 case study,,,,
2017-glitch-adidas,2017,ADIDAS,GLITCH,IRIS LONDON,https://www.wojciechzalot.com/adidas-glitch,GLITCH ADIDAS 2017 case study,,,,
2017-hidden-kids-volkswagen,2017,VOLKSWAGEN,HIDDEN KIDS,DDB BERLIN,https://ricardowolff.com/VOLKSWAGEN-HIDDEN-KIDS,HIDDEN KIDS VOLKSWAGEN 2017 case study,,,,
2017-home-undp-kosovo,2017,UNDP KOSOVO,HOME,BLACK SHEEP STUDIOS LONDON,https://www.thedrum.com/creative-works/project/black-sheep-unhcr-home,HOME UNDP KOSOVO 2017 case study,,,,
2017-human-by-design-square-enix,2017,SQUARE ENIX,HUMAN BY DESIGN,TURNER INTERNATIONAL ATLANTA,http://www.emchao.com/portfolio/hxd/,HUMAN BY DESIGN SQUARE ENIX 2017 case study,,,,
2017-i-m-ada-i-can-help-ada,2017,ADA,"I’M ADA, I CAN HELP",KBS ALBION LONDON,https://clios.com/health/winner/digital-mobile-health-wellness/ada-health-inc-/i-m-ada-i-can-help-33646,"I’M ADA, I CAN HELP ADA 2017 case study",,,,
2017-ikea-responds-to-balenciaga-ikea,2017,IKEA,IKEA RESPONDS TO BALENCIAGA,ACNE STOCKHOLM,https://www.tiagopinho.work/#/ikea/,IKEA RESPONDS TO BALENCIAGA IKEA 2017 case study,,,,
2017-jenesupportepaslesbleus-elle-simagine-nt,2017,ELLE’SIMAGINE’NT,#JENESUPPORTEPASLESBLEUS,BUZZMAN PARIS,https://clios.com/awards/winner/public-relations/elle-s-imagine-nt/jenesupportepaslesbleus-29624,#JENESUPPORTEPASLESBLEUS ELLE’SIMAGINE’NT 2017 case study,,,,
2017-keepers-of-the-game-dick-s-sporting-goods,2017,DICK’S SPORTING GOODS,KEEPERS OF THE GAME,TRIBECA DIGITAL STUDIOS NEW YORK,https://tribecafilm.com/studios/keepers-of-the-game,KEEPERS OF THE GAME DICK’S SPORTING GOODS 2017 case study,,,,
2017-marriage-market-takeover-sk-ii,2017,SK-II,MARRIAGE MARKET TAKEOVER,FORSMAN & BODENFORS STOCKHOLM,https://forsman.co/work/sk-ii/change-destiny,MARRIAGE MARKET TAKEOVER SK-II 2017 case study,,,,
2017-melanoma-monsters-mollie-s-fund,2017,MOLLIE’S FUND,MELANOMA MONSTERS,FCB AREA 23 NEW YORK,https://guillermoaracena.com/project/print-ads,MELANOMA MONSTERS MOLLIE’S FUND 2017 case study,,,,
2017-no-more-black-targets-new-york-society-for-ethical-culture,2017,NEW YORK SOCIETY FOR ETHICAL CULTURE,NO MORE BLACK TARGETS,FRED & FARID NEW YORK,https://clios.com/awards/winner/brand-design/new-york-society-for-ethical-culture/no-more-black-targets-29168,NO MORE BLACK TARGETS NEW YORK SOCIETY FOR ETHICAL CULTURE 2017 case study,,,,
2017-no-one-should-have-no-one-age-uk,2017,AGE UK,NO ONE SHOULD HAVE NO ONE,MG OMD LONDON,https://drum.co.uk/archives/work/no-one-should-have-no-one-at-christmas,NO ONE SHOULD HAVE NO ONE AGE UK 2017 case study,,,,
2017-one-source-campaign-absolut,2017,ABSOLUT,ONE SOURCE: CAMPAIGN,VMLY&R JOHANNESBURG,https://www.wpp.com/featured/work/2018/06/vml-absolut-one-source,ONE SOURCE: CAMPAIGN ABSOLUT 2017 case study,,,,
2017-opel-signals-opel-eye,2017,OPEL EYE,OPEL SIGNALS,Y&R MADRID,https://www.jesusmorilla.com/opel-signals,OPEL SIGNALS OPEL EYE 2017 case study,,,,
2017-out-of-office-travelogue-qantas,2017,QANTAS,OUT OF OFFICE TRAVELOGUE,THE MONKEYS SYDNEY,https://www.youtube.com/watch?v=L5nvqkGx9Ak&ab_channel=TheTravelAwards,OUT OF OFFICE TRAVELOGUE QANTAS 2017 case study,,,,
2017-outcast-interactive-trailer-possession-begins-cinemax,2017,CINEMAX,OUTCAST INTERACTIVE TRAILER: “POSSESSION BEGINS”,CAMPFIRE AT SAPIENTNITRO NEW YORK,https://clios.com/entertainment/winner/television-streaming-digital-mobile-technique/cinemax-outcast/outcast-interactive-trailer-possession-begins-14134,OUTCAST INTERACTIVE TRAILER: “POSSESSION BEGINS” CINEMAX 2017 case study,,,,
2017-paris-britney-harry-duracell,2017,DURACELL,"PARIS, BRITNEY, HARRY",GREY JOHANNESBURG,https://www.grey.africa/pf/duracell-radio-spots/,"PARIS, BRITNEY, HARRY DURACELL 2017 case study",,,,
2017-portrait-completed-kiwi-quality-shoe-care,2017,KIWI QUALITY SHOE CARE,PORTRAIT COMPLETED,OGILVY CHICAGO,https://www.nicolasmejia.com/kiwi-shoe-care,PORTRAIT COMPLETED KIWI QUALITY SHOE CARE 2017 case study,,,,
2017-protecting-us-nutcase-helmets,2017,NUTCASE HELMETS,PROTECTING US,THE COMMUNITY MIAMI,https://www.marcelopadoca.com/new-page-40,PROTECTING US NUTCASE HELMETS 2017 case study,,,,
2017-qq-alert-hope-never-dies-qq,2017,QQ,QQ ALERT: HOPE NEVER DIES,TENCENT SHENZHEN,https://www.youtube.com/watch?v=4ZwJCTNT_Ps&ab_channel=XinYang,QQ ALERT: HOPE NEVER DIES QQ 2017 case study,,,,
2017-radio-collection-of-poophemisims-gui-ling-yuan-fang,2017,GUI LING YUAN FANG,RADIO: COLLECTION OF POOPHEMISIMS,Y&R CAPE TOWN,https://sites.wpp.com/wppedcream/2017/advertising/radio/a-collection-of-poophemisims?c=74ac44fc-c773-45d5-a42c-51d025216eb3,RADIO: COLLECTION OF POOPHEMISIMS GUI LING YUAN FANG 2017 case study,,,,
2017-sounds-of-conquest-caixa-econ-mica-federal,2017,CAIXA ECONÔMICA FEDERAL,SOUNDS OF CONQUEST,NOVA/SB SÃO PAULO,https://clios.com/sports/winner/integrated-campaign/caixa-economica-federal/sounds-of-conquest-16665,SOUNDS OF CONQUEST CAIXA ECONÔMICA FEDERAL 2017 case study,,,,
2017-talking-hands-therapy-foundation-for-rheumatic,2017,FOUNDATION FOR RHEUMATIC,TALKING HANDS THERAPY,FLOCK MEXICO,https://clios.com/health/winner/events-experiential-health-wellness/fumerac-fundaci%C3%B3n-mexicana-para-enfermos-reum%C3%A1ti/talking-hands-34022,TALKING HANDS THERAPY FOUNDATION FOR RHEUMATIC 2017 case study,,,,
2017-the-app-you-ll-be-glad-you-don-t-need-united-we-dream,2017,UNITED WE DREAM,THE APP YOU’LL BE GLAD YOU DON’T NEED,HUGE NEW YORK,https://clios.com/awards/winner/digital-mobile/united-we-dream/notifica-the-app-you-ll-be-glad-you-don-t-need--27657,THE APP YOU’LL BE GLAD YOU DON’T NEED UNITED WE DREAM 2017 case study,,,,
2017-the-biggest-sports-endorsement-deal-of-all-time-archer-air-superiority,2017,ARCHER AIR SUPERIORITY,THE BIGGEST SPORTS ENDORSEMENT DEAL OF ALL TIME,FCB CHICAGO,https://clios.com/awards/winner/public-relations/archer-wolf-llc/the-biggest-sports-endorsement-deal-of-all-time-27592,THE BIGGEST SPORTS ENDORSEMENT DEAL OF ALL TIME ARCHER AIR SUPERIORITY 2017 case study,,,,
2017-the-box-that-keeps-giving-godiva,2017,GODIVA,THE BOX THAT KEEPS GIVING,CHOCOLATE MCCANN NEW YORK,https://nelsparkman.com/Godiva-The-Box-That-Keeps-Giving,THE BOX THAT KEEPS GIVING GODIVA 2017 case study,,,,
2017-the-shared-story-of-harry-and-ahmed-unicef,2017,UNICEF,THE SHARED STORY OF HARRY AND AHMED,180 AMSTERDAM,https://www.dandad.org/awards/professional/2017/digital-marketing/26384/unicef-the-shared-story-of-harry-and-ahmed/,THE SHARED STORY OF HARRY AND AHMED UNICEF 2017 case study,,,,
2017-the-swimmer-fonds-gehandicapt-ensport,2017,FONDS GEHANDICAPT ENSPORT,THE SWIMMER,TBWA\NEBOKO AMSTERDAM,https://www.adcn.nl/archives/zwemmer,THE SWIMMER FONDS GEHANDICAPT ENSPORT 2017 case study,0.2222,https://www.youtube.com/watch?v=TeJvQkKYzyo,I just wanted to be like the cool artistic swimmer girlies 😭 #swimmer #asmr #asmrvideo #hair,https://i.ytimg.com/vi/TeJvQkKYzyo/hqdefault.jpg
2017-time-to-get-out-there-volkswagen-suv,2017,VOLKSWAGEN-SUV,TIME TO GET OUT THERE,DDB BERLIN,https://ricardowolff.com/VOLKSWAGEN-SUVs,TIME TO GET OUT THERE VOLKSWAGEN-SUV 2017 case study,,,,
2017-tomcat-facebook-not-live-the-scotts-miracle,2017,NOT LIVE – THE SCOTTS MIRACLE,TOMCAT: FACEBOOK,BARTON F. GRAF NEW YORK,https://www.nickkaplan.com/FACEBOOK-NOT-LIVE,TOMCAT: FACEBOOK NOT LIVE – THE SCOTTS MIRACLE 2017 case study,,,,
2017-trump-royal-jordanian-airlines,2017,ROYAL JORDANIAN AIRLINES,TRUMP,MEMAC OGILVY ADVIZE,https://www.youtube.com/watch?v=sYzLxHTV_tQ&ab_channel=TheTravelAwards,TRUMP ROYAL JORDANIAN AIRLINES 2017 case study,,,,
2017-unsuccessful-ticket-sampling-folkoperan,2017,FOLKOPERAN,UNSUCCESSFUL TICKET SAMPLING,INGO STOCKHOLM,https://ingostockholm.se/folkoperan.html,UNSUCCESSFUL TICKET SAMPLING FOLKOPERAN 2017 case study,,,,
2017-until-we-all-belong-airbnb,2017,AIRBNB,UNTIL WE ALL BELONG,CLEMENGER BBDO MELBOURNE,https://www.youtube.com/watch?v=FHqcfyXcjjU&ab_channel=TheTravelAwards,UNTIL WE ALL BELONG AIRBNB 2017 case study,,,,
2017-van-gogh-s-bedrooms-art-institute-of-chicago,2017,ART INSTITUTE OF CHICAGO,VAN GOGH’S BEDROOMS,LEO BURNETT CHICAGO,https://www.youtube.com/watch?v=UAdgxQjKX3k&ab_channel=TheTravelAwards,VAN GOGH’S BEDROOMS ART INSTITUTE OF CHICAGO 2017 case study,,,,
2017-venmo-micro-hack-waterislife,2017,WATERISLIFE,VENMO MICRO HACK,DEUTSCH NEW YORK,http://www.fannyjosefsson.com/water-is-life,VENMO MICRO HACK WATERISLIFE 2017 case study,0.25,https://www.youtube.com/watch?v=7K2HNAhiXFo,WATERisLIFE's Innovative Venmo Campaign,https://i.ytimg.com/vi/7K2HNAhiXFo/hqdefault.jpg
2017-visit-britain-expedia,2017,EXPEDIA,VISIT BRITAIN,180 LOS ANGELES,https://www.youtube.com/watch?v=5pTYlCFjt54&ab_channel=TheTravelAwards,VISIT BRITAIN EXPEDIA 2017 case study,,,,
2016-3-pretty-playful-minutes-tic-tac,2016,TIC TAC,3 PRETTY PLAYFUL MINUTES,LA COMUNIDAD BUENOS AIRES,https://www.adsoftheworld.com/campaign/tic-tac-la-comunidad-05-2016,3 PRETTY PLAYFUL MINUTES TIC TAC 2016 case study,,,,
2016-anti-rival-vaccine-corporate-image,2016,CORPORATE IMAGE,ANTI-RIVAL VACCINE,OGILVY SÃO PAULO,https://sites.wpp.com/wppedcream/2016/advertising/promo_activation/anti_rival_vaccine/,ANTI-RIVAL VACCINE CORPORATE IMAGE 2016 case study,,,,
2016-close-shave-stories-philips,2016,PHILIPS,CLOSE SHAVE STORIES,OGILVY JOHANNESBURG,https://sites.wpp.com/wppedcream/2016/advertising/radio/close_shave_stories/,CLOSE SHAVE STORIES PHILIPS 2016 case study,,,,
2016-duck-squid-pig-sunlight,2016,SUNLIGHT,"DUCK, SQUID, PIG",MULLENLOWE SINGAPORE,https://www.adsoftheworld.com/campaign/sunlight-lowe-06-2016,"DUCK, SQUID, PIG SUNLIGHT 2016 case study",,,,
2016-emergency-pin-code-sekron-digital-protection,2016,SEKRON DIGITAL PROTECTION,EMERGENCY PIN CODE,GREY SÃO PAULO,https://sites.wpp.com/wppedcream/2016/digital/emergency_pin_code,EMERGENCY PIN CODE SEKRON DIGITAL PROTECTION 2016 case study,,,,
2016-fire-emergency-robbery-smart,2016,SMART,"FIRE, EMERGENCY, ROBBERY",CONTRAPUNTO BBDO MADRID,https://www.behance.net/gallery/38625923/Better-to-park-at-the-front-door,"FIRE, EMERGENCY, ROBBERY SMART 2016 case study",,,,
2016-fish-cardinal-baby-milkman-mini-babybel,2016,MINI BABYBEL,"FISH, CARDINAL, BABY, MILKMAN",Y&R PARIS,https://creativepool.com/jsragency/projects/carioca-studio-win-cannes-lions-for-babybel-,"FISH, CARDINAL, BABY, MILKMAN MINI BABYBEL 2016 case study",,,,
2016-free-the-kids-persil-omo,2016,PERSIL/OMO,FREE THE KIDS,MULLENLOWE LONDON,https://www.mullenlowegroupuk.com/our-work/unilever-highlights-global-plight-of-childhood-play/,FREE THE KIDS PERSIL/OMO 2016 case study,,,,
2016-game-of-thrones-shame-soho-pop-up-channel,2016,SOHO POP UP CHANNEL,GAME OF THRONES SHAME,DDB GROUP AUCKLAND,https://kirano.me/portfolio/sky/,GAME OF THRONES SHAME SOHO POP UP CHANNEL 2016 case study,,,,
2016-hcd-rink-bingo-hcd-merchandise,2016,HCD MERCHANDISE,HCD RINK BINGO,FCB ZURICH,https://clios.com/awards/winner/engagement-experiential/hockey-club-davos/rink-bingo-13217,HCD RINK BINGO HCD MERCHANDISE 2016 case study,,,,
2016-hill-lamb-moran-brookes-the-times,2016,THE TIMES,"HILL, LAMB, MORAN, BROOKES",CHI + PARTNERS LONDON,https://sites.wpp.com/wppedcream/2016/advertising/outdoor/the_journalist_campaign,"HILL, LAMB, MORAN, BROOKES THE TIMES 2016 case study",0.2,https://www.youtube.com/watch?v=pnchbzKaFYg,Antonia Bolingbroke-Kent on the Ho Chi Minh Trail,https://i.ytimg.com/vi/pnchbzKaFYg/hqdefault.jpg
2016-iammuslim-passop,2016,PASSOP,#IAMMUSLIM,NATIVE VML JOHANNESBURG,https://www.vmlyr.com/en-za/south-africa/work/passop-iammuslim,#IAMMUSLIM PASSOP 2016 case study,,,,
2016-igugu-khanyi-c-surance,2016,C SURANCE,IGUGU KHANYI,1886 ADVERTISING JOHANNESBURG,https://www.youtube.com/watch?v=rVYd5rD6y3I&ab_channel=CellCSouthAfrica,IGUGU KHANYI C SURANCE 2016 case study,,,,
2016-igugu-thembi-c-surance,2016,C SURANCE,IGUGU THEMBI,1886 ADVERTISING JOHANNESBURG,https://www.youtube.com/watch?v=ZiAvyugaadg&ab_channel=CellCSouthAfrica,IGUGU THEMBI C SURANCE 2016 case study,,,,
2016-ikea-decisions-ikea,2016,IKEA,IKEA DECISIONS,DDB GROUP BERLIN,https://ricardowolff.com/IKEA-DECISIONS,IKEA DECISIONS IKEA 2016 case study,,,,
2016-itv2-itv,2016,ITV,ITV2,ITV CREATIVE LONDON,https://clios.com/awards/winner/brand-design/itv/itv2-13485,ITV2 ITV 2016 case study,,,,
2016-jabu-darryl-cansa,2016,CANSA,"JABU, DARRYL",FCB CAPE TOWN,https://clios.com/health/winner/film/cansa-the-cancer-association-of-south-africa/darryl-14591,"JABU, DARRYL CANSA 2016 case study",,,,
2016-jane-sprout,2016,SPROUT,JANE,180LA SANTA MONICA,https://clios.com/music/winner/use-of-music/jane-12697,JANE SPROUT 2016 case study,,,,
2016-last-nike,2016,NIKE,LAST,WIEDEN+KENNEDY PORTLAND,https://www.youtube.com/watch?v=ptoi8BIdRRQ&ab_channel=nikeindia,LAST NIKE 2016 case study,,,,
2016-last-one-to-get-married-mom-at-40-magistral,2016,MAGISTRAL,"LAST ONE TO GET MARRIED, MOM AT 40",GREY BUENOS AIRES,https://sites.wpp.com/wppedcream/2016/advertising/radio/last_one_to_get_married_mom,"LAST ONE TO GET MARRIED, MOM AT 40 MAGISTRAL 2016 case study",0.2,https://www.youtube.com/watch?v=HCG_xUXQKNk,How To Get Married:   #short,https://i.ytimg.com/vi/HCG_xUXQKNk/hqdefault.jpg
2016-margot-vs-lily-nike-women,2016,NIKE WOMEN,MARGOT VS LILY,WIEDEN + KENNEDY PORTLAND,http://www.darcieburrell.com/margot-vs-lily/2016/12/15/episode-4-trolls,MARGOT VS LILY NIKE WOMEN 2016 case study,,,,
2016-mctrax-mcdonald-s,2016,MCDONALD’S,MCTRAX,TBWA\NEBOKO AMSTERDAM,https://www.adcn.nl/archives/mctrax,MCTRAX MCDONALD’S 2016 case study,,,,
2016-meet-halfway-airbnb-paypal,2016,AIRBNB & PAYPAL,MEET HALFWAY,CP+B BOULDER,http://aemile.com/17/project/paypal,MEET HALFWAY AIRBNB & PAYPAL 2016 case study,,,,
2016-merkel-obama-putin-pope-bi-weekend-supplement,2016,BI WEEKEND SUPPLEMENT,"MERKEL, OBAMA, PUTIN, POPE",Y&R LISBON,https://sites.wpp.com/wppedcream/2016/advertising/print/merkel_obama_pope_putin_kim/,"MERKEL, OBAMA, PUTIN, POPE BI WEEKEND SUPPLEMENT 2016 case study",,,,
2016-original-samba-bossa-nova-futebol-pier-havaianas,2016,HAVAIANAS,"ORIGINAL: SAMBA, BOSSA NOVA, FUTEBOL, PIER",ALMAPBBDO SÃO PAULO,https://www.lucianolincoln.com/havaianas-1,"ORIGINAL: SAMBA, BOSSA NOVA, FUTEBOL, PIER HAVAIANAS 2016 case study",,,,
2016-out-there-canada-goose,2016,CANADA GOOSE,OUT THERE,CAA MARKETING LOS ANGELES,https://clios.com/awards/winner/branded-content/canada-goose/out-there-13299,OUT THERE CANADA GOOSE 2016 case study,0.4444,https://www.youtube.com/watch?v=RkVh4TZWHS8,CANADA GOOSE - OUT THERE,https://i.ytimg.com/vi/RkVh4TZWHS8/hqdefault.jpg
2016-protest-prematek,2016,PREMATEK,PROTEST,FAHRENHEIT DDB LIMA,https://www.adsoftheworld.com/campaign/prematek-ddb-05-2016,PROTEST PREMATEK 2016 case study,,,,
2016-raising-eyebrows-and-subscriptions-newspaper,2016,NEWSPAPER,RAISING EYEBROWS AND SUBSCRIPTIONS,PROXIMITY LONDON,https://www.impactproximity.com/work/raising-eyebrows-and-subscriptions,RAISING EYEBROWS AND SUBSCRIPTIONS NEWSPAPER 2016 case study,,,,
2016-safety-instruction-sl-benfica-sponsorship,2016,SL BENFICA SPONSORSHIP,SAFETY INSTRUCTION,O ESCRITÓRIO LISBON,https://clios.com/sports/winner/partnerships-sponsorships-endorsements/emirates-sl-benfica/sl-benfica-safety-instructions-12400,SAFETY INSTRUCTION SL BENFICA SPONSORSHIP 2016 case study,,,,
2016-shoemaker-watchmaker-keymaker-institutional-africa-s,2016,INSTITUTIONAL (AFRICA S,"SHOEMAKER, WATCHMAKER, KEYMAKER",,https://www.adsoftheworld.com/campaign/espn-africa-06-2016,"SHOEMAKER, WATCHMAKER, KEYMAKER INSTITUTIONAL (AFRICA S 2016 case study",,,,
2016-slums-housing-colonies-for-worms-zentel,2016,ZENTEL,SLUMS (HOUSING COLONIES) FOR WORMS,MEDULLA COMMUNICATIONS MUMBAI,https://clios.com/health/winner/out-of-home/zentel/slums-housing-colonies-for-worms-14642,SLUMS (HOUSING COLONIES) FOR WORMS ZENTEL 2016 case study,,,,
2016-step-out-the-samaritans,2016,THE SAMARITANS,STEP OUT,Y&R SHANGHAI,https://sites.wpp.com/wppedcream/2016/advertising/outdoor/step_out,STEP OUT THE SAMARITANS 2016 case study,,,,
